Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly)
0421170000,214.683659887,30.8276878371,29.620554822600003,0.0,37.1018798503,116.47615598899999
0421180000,125.683303531,28.168848808699998,24.5448213719,0.0,24.7345865669,47.5788473902
0421190000,128.851724085,27.9936184396,23.190142568800002,0.0,24.7345865669,47.5788473902
0421200000,116.691461081,27.9936184396,22.8901680407,0.0,12.367293283399999,38.6892022431
0421210000,82.1446766201,15.484826003299998,12.780774819400001,0.0,12.367293283399999,27.0668015668
0421220000,71.9097346786,19.6817067383,17.5411321121,0.0,4.1224310944800004,15.988889478900001
0421230000,64.1191293346,15.965268164400001,13.5761754168,0.0,4.1224310944800004,15.988889478900001
0421240000,75.1689948091,21.867762290300004,18.5488106154,0.0,4.1224310944800004,15.988889478900001
0422010000,68.1641386942,18.8084376007,14.4450336049,0.267455674832,4.1224310944800004,15.988889478900001
0422020000,74.422523061,21.867762290300004,17.80233885,0.0,4.1224310944800004,15.988889478900001
0422030000,66.5491950164,17.4942098323,14.4117733225,0.0,4.1224310944800004,15.988889478900001
0422040000,83.955736385,27.5555425168,20.5434119221,0.9323096491249999,4.1224310944800004,16.0517297156
0422050000,82.5625038666,26.8984286326,20.0912200527,0.648382852113,4.1224310944800004,16.0517297156
0422060000,104.402243121,28.8697702852,20.586801951600002,3.51462366795,4.1224310944800004,39.6058045677
0422070000,153.638559306,28.909190371199998,23.907096548400002,22.4465254877,12.367293283399999,65.3531420225
0422080000,151.234031905,28.8955794458,24.2560978759,16.8157398677,12.367293283399999,68.2430321324
0422090000,174.39971084,28.9233995114,24.8564348782,10.3363750226,16.4897243779,93.1370602926
0422100000,172.008153899,28.9258161633,25.4281889577,7.37055536614,16.4897243779,93.1370602926
0422110000,170.47964954,28.9253175243,26.6762031907,4.59455854339,16.4897243779,93.1370602926
0422120000,160.49648288,28.924764034499997,27.7829584507,2.6568091633,16.4897243779,83.9857416113
0422130000,159.443119463,28.924407495,27.712576046,1.6741767484299999,16.4897243779,83.9857416113
0422140000,161.502193131,28.9317706302,30.2518312739,1.18667516427,16.4897243779,83.9857416113
0422150000,140.65268625299998,28.8697702852,28.1078903432,0.0,12.367293283399999,70.65127389060001
0422160000,139.36725024,28.8697702852,26.822460025700003,0.0,12.367293283399999,70.65127389060001
0422170000,125.703554485,28.8697702852,25.682303764,0.0,12.367293283399999,58.128416747799996
0422180000,89.1503453076,27.2269855747,23.9593801895,0.0,12.367293283399999,24.9413748627
0422190000,93.5665412182,27.3365045554,23.5677237923,0.0,12.367293283399999,24.9413748627
0422200000,85.2665587117,27.5555425168,22.765990693699997,0.020553300958400002,4.1224310944800004,16.0517297156
