Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 12/03  22:00:00,69.5100798219,21.8677622903,14.9511102509,0.0,2.06121554724,15.9888894789,111.240658423,108.248928005,2.97173041782,0.02
 12/03  23:00:00,65.3107001404,18.7208224161,11.4033397336,2.59815886892,2.06121554724,15.9888894789,90.1148809326,87.1231505148,2.97173041782,0.02
 12/03  24:00:00,76.7307374457,23.8829115352,13.9052024007,6.24697204515,2.06121554724,15.9888894789,112.751584253,109.759853836,2.97173041782,0.02
 12/04  01:00:00,71.3553802433,19.2465135235,10.6978065998,6.72144118067,4.12243109448,15.9888894789,90.6807181749,87.688987757,2.97173041782,0.02
 12/04  02:00:00,82.3280709439,24.0581419043,13.4457702404,9.87832883498,4.12243109448,15.9888894789,121.447520641,109.873975721,2.97173041782,8.60181450175
 12/04  03:00:00,73.414944838,19.2465135235,10.0147611368,9.23078661922,4.12243109448,15.9888894789,91.4870424927,88.4953120749,2.97173041782,0.02
 12/04  04:00:00,86.0512549887,24.0581419043,12.2753272323,13.0531564804,4.12243109448,15.9888894789,114.011526935,111.019796517,2.97173041782,0.02
 12/04  05:00:00,103.909788421,27.9936184396,15.3883709514,8.46848648403,12.3672932834,24.9413748627,129.63694302,124.66405899,4.9528840297,0.02
 12/04  06:00:00,146.513075402,28.4413763748,18.9084560483,46.98135344,12.3672932834,24.9413748627,197.568548251,192.595664221,4.9528840297,0.02
 12/04  07:00:00,194.8026794,28.894772403,19.2039094829,36.4995362297,24.7345865669,70.7195625826,163.615495354,153.689727295,9.90576805939,0.02
 12/04  08:00:00,202.05406328,28.9337984786,19.8193718959,23.1491405789,37.1018798503,92.3937384068,140.718910116,130.793142056,9.90576805939,0.02
 12/04  09:00:00,210.357050706,28.9473921955,22.5258661226,16.6887198681,37.1018798503,104.434947198,131.265871455,121.340103396,9.90576805939,0.02
 12/04  10:00:00,219.570524685,28.9609088633,26.2218529614,10.1510231566,37.1018798503,116.476155989,131.004791907,112.472559496,9.90576805939,8.6264643508
 12/04  11:00:00,219.662954051,29.0155474667,29.3243270178,7.08579466256,37.1018798503,116.476155989,116.29756257,106.37179451,9.90576805939,0.02
 12/04  12:00:00,223.054646356,29.1069809003,34.5803901563,5.12971963293,37.1018798503,116.476155989,111.91861003,101.992841971,9.90576805939,0.02
 12/04  13:00:00,218.37425503,29.0751624423,43.3758150619,3.7275447429,37.1018798503,104.434947198,120.297047834,101.764385219,9.90576805939,8.62689455644
 12/04  14:00:00,233.123543723,29.1709701535,47.2079871693,2.50705503657,37.1018798503,116.476155989,109.172918373,99.2471503132,9.90576805939,0.02
 12/04  15:00:00,230.846655519,29.343963239,45.4643286983,1.80103621674,37.1018798503,116.476155989,114.225972919,95.6892874784,9.90576805939,8.63091738074
 12/04  16:00:00,227.62000013,29.2807994672,42.4609498708,1.64115069085,37.1018798503,116.476155989,106.154608138,96.2288400785,9.90576805939,0.02
 12/04  17:00:00,230.390406769,29.271424522,40.2770435227,1.90702253896,37.1018798503,116.476155989,116.176640578,97.6456404596,9.90576805939,8.62523205947
 12/04  18:00:00,235.976202205,29.2798975243,35.9524126353,2.41350210898,37.1018798503,116.476155989,108.62253347,98.6967654104,9.90576805939,0.02
 12/04  19:00:00,141.562659874,27.4095172092,27.0885276417,0.0,24.7345865669,47.5788473902,83.2271822678,78.2542982381,4.9528840297,0.02
 12/04  20:00:00,140.310987665,27.7745804782,25.4717877483,0.0,24.7345865669,47.5788473902,89.2140178554,84.2411338257,4.9528840297,0.02
 12/04  21:00:00,115.714653624,26.6793906712,23.227576865,0.0,12.3672932834,38.6892022431,102.592023635,99.6002932167,2.97173041782,0.02
 12/04  22:00:00,80.9527690884,13.9953678658,13.078315088,0.0,12.3672932834,27.0668015668,64.8469271324,61.8551967145,2.97173041782,0.02
 12/04  23:00:00,76.1198155227,22.0868002517,19.2793327838,0.0012594902939,4.12243109448,15.9888894789,98.5958394617,95.6041090439,2.97173041782,0.02
 12/04  24:00:00,68.1638196875,18.3703616779,15.0728126129,0.077432462542,4.12243109448,15.9888894789,79.6992264324,76.7074960146,2.97173041782,0.02
 12/05  01:00:00,75.8473379154,22.5248761745,18.3532915085,0.216747166345,4.12243109448,15.9888894789,101.400366708,98.4086362906,2.97173041782,0.02
 12/05  02:00:00,67.4726916424,17.9322857551,14.5694001616,0.327792714972,4.12243109448,15.9888894789,82.3711350184,79.3794046006,2.97173041782,0.02
 12/05  03:00:00,76.5706681468,23.0943748742,17.397129055,1.32674108949,4.12243109448,15.9888894789,102.425619046,99.4338886277,2.97173041782,0.02
 12/05  04:00:00,66.1682839619,17.757055386,13.5476662409,0.220349255882,4.12243109448,15.9888894789,83.236177803,80.2444473852,2.97173041782,0.02
 12/05  05:00:00,102.026289216,28.2856690548,19.1150669727,2.56657237499,12.3672932834,24.9413748627,126.627793826,113.073096552,4.9528840297,8.60181324385
 12/05  06:00:00,122.975452385,28.0435093928,21.6392338497,21.2337284264,12.3672932834,24.9413748627,184.442838185,179.469954156,4.9528840297,0.02
 12/05  07:00:00,181.063045244,28.9770056849,22.3623103231,19.5192676062,24.7345865669,70.7195625826,149.940725648,140.014957589,9.90576805939,0.02
 12/05  08:00:00,195.331311264,29.0734398768,22.8215828871,13.2845343332,37.1018798503,92.3937384068,129.807991939,119.882223879,9.90576805939,0.02
 12/05  09:00:00,204.898477296,29.1493585551,24.593706283,8.96035071813,37.1018798503,104.434947198,121.551740343,111.625972283,9.90576805939,0.02
 12/05  10:00:00,217.766654083,29.3315278484,30.2756956192,3.92270165207,37.1018798503,116.476155989,112.126916822,102.201148762,9.90576805939,0.02
 12/05  11:00:00,223.597603773,29.7843320536,37.6300844424,1.94588107725,37.1018798503,116.476155989,112.554527583,94.0177330243,9.90576805939,8.63102649919
 12/05  12:00:00,228.685380053,30.2738981149,43.060430762,1.11351498721,37.1018798503,116.476155989,98.6022386949,88.6764706356,9.90576805939,0.02
 12/05  13:00:00,224.94177254,30.8098234732,51.1551362404,0.781053377402,37.1018798503,104.434947198,102.885752038,84.3516732501,9.90576805939,8.62831072803
 12/05  14:00:00,243.236069011,31.2917039927,57.3110462249,0.395805197307,37.1018798503,116.476155989,90.2361478237,80.3103797643,9.90576805939,0.02
 12/05  15:00:00,243.958748414,31.5843280883,57.9017906395,0.235279758702,37.1018798503,116.476155989,95.8635529664,77.326828951,9.90576805939,8.63095595596
 12/05  16:00:00,240.344082293,31.3621998592,54.533854301,0.210941322579,37.1018798503,116.476155989,90.5557278597,80.6299598003,9.90576805939,0.02
 12/05  17:00:00,236.800662333,30.6748382526,46.8574367761,0.333476386543,37.1018798503,116.476155989,95.2648740784,85.339106019,9.90576805939,0.02
 12/05  18:00:00,236.973076316,30.1226797397,37.9384754171,0.58151009118,37.1018798503,116.476155989,108.631529088,90.1088235221,9.90576805939,8.61693750604
 12/05  19:00:00,142.150047954,27.6650614975,27.4203735806,0.0,24.7345865669,47.5788473902,77.362039153,72.3891551233,4.9528840297,0.02
 12/05  20:00:00,139.217526299,28.3221753817,23.8307349336,0.0,24.7345865669,47.5788473902,84.5242028282,79.5513187985,4.9528840297,0.02
 12/05  21:00:00,114.176891592,27.117466594,21.2517428441,0.0,12.3672932834,38.6892022431,98.4139335481,95.4222031303,2.97173041782,0.02
 12/05  22:00:00,80.1808356926,14.4334437886,11.661965883,0.0,12.3672932834,27.0668015668,61.4863968279,58.49466641,2.97173041782,0.02
 12/05  23:00:00,76.5796054313,21.8677622903,16.8998890494,0.0,4.12243109448,15.9888894789,96.0632859904,93.0715555726,2.97173041782,0.02
 12/05  24:00:00,70.9771255754,18.7208224161,13.1377214885,0.0278542481412,4.12243109448,15.9888894789,78.2507946572,75.2590642394,2.97173041782,0.02
 12/06  01:00:00,78.8337212597,22.5248761745,16.3469737961,0.0990311058694,4.12243109448,15.9888894789,99.192616185,96.2008857672,2.97173041782,0.02
 12/06  02:00:00,70.7143526244,17.9322857551,13.4614088106,0.19405283317,4.12243109448,15.9888894789,80.5680497043,77.5763192865,2.97173041782,0.02
 12/06  03:00:00,78.1403904359,22.9629520973,16.559370092,0.729619657412,4.12243109448,15.9888894789,101.370299378,98.37856896,2.97173041782,0.02
 12/06  04:00:00,69.6059105364,18.3703616779,13.7888780522,0.923988015613,4.12243109448,15.9888894789,81.7610328121,78.7693023943,2.97173041782,0.02
 12/06  05:00:00,102.330064863,27.7015678244,20.5963413497,1.13760982614,12.3672932834,24.9413748627,115.321337154,110.348453124,4.9528840297,0.02
 12/06  06:00:00,126.098678775,28.5132224625,24.2341821359,20.4283800857,12.3672932834,24.9413748627,180.055115674,175.082231644,4.9528840297,0.02
 12/06  07:00:00,179.885348313,28.9977415085,25.0083811958,15.6658890014,24.7345865669,70.7195625826,146.583332264,136.657564204,9.90576805939,0.02
 12/06  08:00:00,200.149201202,29.1933736199,30.8807362401,9.92333545349,37.1018798503,92.3937384068,135.374220143,116.862359773,9.90576805939,8.60609231068
 12/06  09:00:00,216.299063913,29.2897427322,36.8396127566,7.97465713802,37.1018798503,104.434947198,120.350596469,110.424828409,9.90576805939,0.02
 12/06  10:00:00,227.946597003,29.3776278528,38.0171611175,6.31509476516,37.1018798503,116.476155989,116.453881277,106.528113218,9.90576805939,0.02
 12/06  11:00:00,228.786359828,29.4685916048,40.6469009493,4.43353580024,37.1018798503,116.476155989,120.854121222,102.317306063,9.90576805939,8.63104709911
 12/06  12:00:00,228.581297336,29.5117641461,40.7822006215,4.04981428618,37.1018798503,116.476155989,110.773226792,100.847458733,9.90576805939,0.02
 12/06  13:00:00,213.821163015,29.5632606144,38.420761964,3.6413586437,37.1018798503,104.434947198,118.238978265,99.7051274385,9.90576805939,8.62808276711
 12/06  14:00:00,225.039142831,29.6166081288,37.9894606249,3.19557422478,37.1018798503,116.476155989,107.961460244,98.0356921851,9.90576805939,0.02
 12/06  15:00:00,227.400991846,29.6489703926,40.4825954796,3.03206239401,37.1018798503,116.476155989,115.590481693,97.0537136701,9.90576805939,8.63099996343
 12/06  16:00:00,225.819510904,29.6717210469,39.0073349691,2.90337288716,37.1018798503,116.476155989,106.069987067,96.1442190074,9.90576805939,0.02
 12/06  17:00:00,227.043339896,29.6678027311,35.1002641623,3.34037654007,37.1018798503,116.476155989,106.153033308,96.2272652491,9.90576805939,0.02
 12/06  18:00:00,236.042262892,29.6646012368,34.3483745936,3.69885267451,37.1018798503,116.476155989,114.888594692,96.3659359644,9.90576805939,8.61689066832
 12/06  19:00:00,142.674293316,27.5555425168,28.0541364517,0.0,24.7345865669,47.5788473902,81.9474313386,76.9745473089,4.9528840297,0.02
 12/06  20:00:00,142.312353594,27.9936184396,27.2541213473,0.0,24.7345865669,47.5788473902,87.7190408725,82.7461568428,4.9528840297,0.02
 12/06  21:00:00,119.265304957,26.6793906712,26.7782355534,0.0,12.3672932834,38.6892022431,100.20096166,97.2092312421,2.97173041782,0.02
 12/06  22:00:00,84.7641269805,15.2219804497,15.6590922178,0.003972572115,12.3672932834,27.0668015668,62.331050721,59.3393203032,2.97173041782,0.02
 12/06  23:00:00,73.6406362785,19.2436308155,19.7101089636,0.0,4.12243109448,15.9888894789,86.510761802,83.5190313842,2.97173041782,0.02
 12/06  24:00:00,65.6478973131,15.8338453876,14.9510653393,0.285300150646,4.12243109448,15.9888894789,68.906652044,65.9149216262,2.97173041782,0.02
 12/07  01:00:00,78.8990055403,22.9191445051,20.5239887319,0.703449686373,4.12243109448,15.9888894789,99.3153075619,96.3235771441,2.97173041782,0.02
 12/07  02:00:00,68.92911949,17.4942098323,16.7916970973,0.0,4.12243109448,15.9888894789,80.9784951806,77.9867647627,2.97173041782,0.02
 12/07  03:00:00,79.7760811435,22.9629520973,21.0210484569,1.03965791256,4.12243109448,15.9888894789,101.664988578,98.6732581601,2.97173041782,0.02
 12/07  04:00:00,72.0966628592,18.8084376007,16.9451115042,1.69990112783,4.12243109448,15.9888894789,81.7140570853,78.7223266675,2.97173041782,0.02
 12/07  05:00:00,105.699714257,27.4095172092,25.3631455749,0.868071066024,12.3672932834,24.9413748627,115.150496857,110.177612827,4.9528840297,0.02
 12/07  06:00:00,129.068171749,28.5273500148,27.8661175956,20.6157236919,12.3672932834,24.9413748627,180.57377153,175.600887501,4.9528840297,0.02
 12/07  07:00:00,182.912585256,29.0200934159,28.1737782519,15.5142520947,24.7345865669,70.7195625826,146.296684893,136.370916833,9.90576805939,0.02
 12/07  08:00:00,199.730734664,29.2700332229,28.4336059138,9.52616316554,37.1018798503,92.3937384068,135.071947532,116.558490951,9.90576805939,8.60768852148
 12/07  09:00:00,210.584425518,29.3884304983,32.6305079129,6.37042848428,37.1018798503,104.434947198,119.087786222,109.162018163,9.90576805939,0.02
 12/07  10:00:00,223.534197864,29.5316256534,36.7530897132,3.01278338746,37.1018798503,116.476155989,112.272656355,102.346888296,9.90576805939,0.02
 12/07  11:00:00,227.306085003,29.9606752996,41.6972545638,1.41080244312,37.1018798503,116.476155989,112.5797221,94.042878028,9.90576805939,8.63107601234
 12/07  12:00:00,231.555646864,30.6416977567,46.0040761938,0.672368863125,37.1018798503,116.476155989,97.6256570998,87.6998890404,9.90576805939,0.02
 12/07  13:00:00,222.90690995,31.1838504973,49.0403715768,0.486894510243,37.1018798503,104.434947198,102.219363269,83.6853780621,9.90576805939,8.62821714796
 12/07  14:00:00,234.427266391,31.5761304354,48.1785140178,0.43512558681,37.1018798503,116.476155989,91.1777010252,81.2519329658,9.90576805939,0.02
 12/07  15:00:00,232.893819833,31.8017571142,46.4729208091,0.381786277307,37.1018798503,116.476155989,89.9618046752,80.0360366158,9.90576805939,0.02
 12/07  16:00:00,230.704266549,31.6317514396,44.4356495388,0.399767464962,37.1018798503,116.476155989,99.1570786525,80.6218450813,9.90576805939,8.62946551183
 12/07  17:00:00,229.937656232,30.836858278,39.524096773,0.641817976832,37.1018798503,116.476155989,95.3111245089,85.3853564495,9.90576805939,0.02
 12/07  18:00:00,236.146891853,30.2410840268,36.7109825389,0.864382408901,37.1018798503,116.476155989,108.774269547,90.2515152235,9.90576805939,8.61698626445
 12/07  19:00:00,145.425614357,27.5555425168,30.805447096,0.0,24.7345865669,47.5788473902,77.4358631202,72.4629790905,4.9528840297,0.02
 12/07  20:00:00,146.961303391,28.3221753817,31.5745133131,0.0,24.7345865669,47.5788473902,83.8174743232,78.8445902936,4.9528840297,0.02
 12/07  21:00:00,120.645744156,26.6793906712,28.1586769649,0.0,12.3672932834,38.6892022431,97.029157923,94.0374275052,2.97173041782,0.02
 12/07  22:00:00,85.3043070876,14.8715197114,16.553707384,0.0,12.3672932834,27.0668015668,57.5521909082,54.5604604904,2.97173041782,0.02
 12/07  23:00:00,75.3754860296,19.2436308155,21.4449589007,0.0,4.12243109448,15.9888894789,84.4184576754,81.4267272575,2.97173041782,0.02
 12/07  24:00:00,60.0387900508,12.5978489748,12.9506228959,0.0,4.12243109448,15.9888894789,52.2072037585,49.2154733407,2.97173041782,0.02
 12/08  01:00:00,74.0205257069,19.0698418004,20.2856295468,0.0,4.12243109448,15.9888894789,82.4787721426,79.4870417248,2.97173041782,0.02
 12/08  02:00:00,63.8815264949,14.4334437886,14.8917101849,0.000528219814591,4.12243109448,15.9888894789,64.3291677528,61.337437335,2.97173041782,0.02
 12/08  03:00:00,79.5101892397,22.9629520973,21.715850413,0.0789642450833,4.12243109448,15.9888894789,99.6302420796,96.6385116618,2.97173041782,0.02
 12/08  04:00:00,70.1682930713,18.3703616779,16.8358556391,0.318863321568,4.12243109448,15.9888894789,81.1428086198,78.151078202,2.97173041782,0.02
 12/08  05:00:00,105.047325775,27.7015678244,24.9530200633,0.333757676032,12.3672932834,24.9413748627,113.410580644,108.437696615,4.9528840297,0.02
 12/08  06:00:00,124.22057738,28.5788340765,27.8396056873,15.7431573654,12.3672932834,24.9413748627,178.149004522,173.176120492,4.9528840297,0.02
 12/08  07:00:00,179.472591342,29.0534600529,28.1943417037,12.0203282901,24.7345865669,70.7195625826,144.923533966,134.997765907,9.90576805939,0.02
 12/08  08:00:00,197.822158142,29.3640800687,28.8648230366,7.09232603513,37.1018798503,92.3937384068,125.559925803,115.634157744,9.90576805939,0.02
 12/08  09:00:00,208.31184189,29.4749345388,31.0714264384,5.57039753428,37.1018798503,104.434947198,127.73862972,109.209354124,9.90576805939,8.62350753707
 12/08  10:00:00,222.310999949,29.5853798644,35.4194581176,3.0694750235,37.1018798503,116.476155989,113.409970121,103.484202061,9.90576805939,0.02
 12/08  11:00:00,223.364397116,29.6451638058,36.75245665,2.72941061056,37.1018798503,116.476155989,119.833917616,101.297131579,9.90576805939,8.63101797779
 12/08  12:00:00,224.781945202,29.7639864415,38.959862992,1.82059842746,37.1018798503,116.476155989,107.723121562,97.7973535025,9.90576805939,0.02
 12/08  13:00:00,215.872758005,30.2116075092,42.4385699298,1.02679529499,37.1018798503,104.434947198,101.517681828,91.5919137687,9.90576805939,0.02
 12/08  14:00:00,226.821043265,30.7949829976,41.0983721737,0.690175867583,37.1018798503,116.476155989,104.668421507,86.1299433494,9.90576805939,8.63271009855
 12/08  15:00:00,224.335843487,31.1073849198,38.3425975322,0.648521561501,37.1018798503,116.476155989,93.3955575608,83.4697895014,9.90576805939,0.02
 12/08  16:00:00,223.574661038,31.1481677498,37.505446254,0.683925590591,37.1018798503,116.476155989,101.619662798,83.0843761853,9.90576805939,8.62951855357
 12/08  17:00:00,227.440130262,30.5714070971,37.0258242721,0.908027594223,37.1018798503,116.476155989,96.873893473,86.9481254136,9.90576805939,0.02
 12/08  18:00:00,231.429234471,30.1103759866,31.8399930888,1.14843062047,37.1018798503,116.476155989,101.493705079,91.5679370193,9.90576805939,0.02
 12/08  19:00:00,138.419398229,27.4460235361,23.9087361618,0.0,24.7345865669,47.5788473902,87.9607621977,74.3996055444,4.9528840297,8.60827262364
 12/08  20:00:00,138.322326409,28.212656401,23.0450491461,0.0,24.7345865669,47.5788473902,86.1867137656,81.2138297359,4.9528840297,0.02
 12/08  21:00:00,116.523261582,26.6793906712,24.0361947361,0.0,12.3672932834,38.6892022431,98.9332912925,95.9415608747,2.97173041782,0.02
 12/08  22:00:00,82.8670454909,14.8715197114,14.1164470339,0.0,12.3672932834,27.0668015668,58.4930529594,55.5013225416,2.97173041782,0.02
 12/08  23:00:00,73.8837113572,19.2436308155,19.9531843752,0.0,4.12243109448,15.9888894789,85.5350460085,82.5433155907,2.97173041782,0.02
 12/08  24:00:00,65.9157253216,16.1843061258,15.1333457164,0.0203873814138,4.12243109448,15.9888894789,68.0552353913,65.0635049735,2.97173041782,0.02
 12/09  01:00:00,78.2509472044,22.5248761745,20.9282458195,0.0454029360107,4.12243109448,15.9888894789,98.5529374723,95.5612070545,2.97173041782,0.02
 12/09  02:00:00,69.2672004892,17.9322857551,16.5701015844,0.121600936378,4.12243109448,15.9888894789,80.2541906542,77.2624602364,2.97173041782,0.02
 12/09  03:00:00,78.6500004214,22.9629520973,20.4608523554,0.473773643203,4.12243109448,15.9888894789,100.766424954,97.7746945366,2.97173041782,0.02
 12/09  04:00:00,70.3033015859,18.5893996393,16.2435434255,0.827146249805,4.12243109448,15.9888894789,81.9465147607,78.9547843429,2.97173041782,0.02
 12/09  05:00:00,85.4216669946,26.4603527098,23.9233394357,0.113502137746,4.12243109448,16.0517297156,121.223119995,118.231389577,2.97173041782,0.02
 12/09  06:00:00,87.2632624232,27.117466594,24.1752018404,1.04612124084,4.12243109448,16.0517297156,122.320955605,119.329225187,2.97173041782,0.02
 12/09  07:00:00,116.08432905,28.8697702852,24.7900908445,3.94592028101,4.12243109448,39.6058045677,102.82937846,99.8376480425,2.97173041782,0.02
 12/09  08:00:00,163.920086469,28.9181173707,27.7799339079,26.4971211984,12.3672932834,65.3531420225,157.507259556,152.534375526,4.9528840297,0.02
 12/09  09:00:00,160.514823388,28.9014670488,28.0502095125,22.2965229946,12.3672932834,68.2430321324,154.496767139,149.523883109,4.9528840297,0.02
 12/09  10:00:00,185.5479984,28.9300749339,29.5723304509,16.7620821529,16.4897243779,93.1370602926,152.561815836,136.025145069,7.92461444751,8.61205631923
 12/09  11:00:00,186.470173849,28.9322625405,32.5846979952,14.6696297583,16.4897243779,93.1370602926,139.28685053,131.342236083,7.92461444751,0.02
 12/09  12:00:00,187.83306739,28.9314271645,36.0284943032,12.589565091,16.4897243779,93.1370602926,136.006308738,128.06169429,7.92461444751,0.02
 12/09  13:00:00,178.278984758,28.9297828622,36.1214430932,12.0957960977,16.4897243779,83.9857416113,134.65058067,126.705966222,7.92461444751,0.02
 12/09  14:00:00,176.59306639,28.9277177843,34.2993473446,12.2340299573,16.4897243779,83.9857416113,134.178403045,126.233788597,7.92461444751,0.02
 12/09  15:00:00,174.568423377,28.9260768781,32.1271447201,12.3832738378,16.4897243779,83.9857416113,133.789972029,125.845357581,7.92461444751,0.02
 12/09  16:00:00,141.037356359,28.8697702852,28.492553228,0.0,12.3672932834,70.6512738906,86.5499059812,72.9869431859,4.9528840297,8.61007876564
 12/09  17:00:00,145.66507933,28.8697702852,28.2461380479,0.175829226227,12.3672932834,70.6512738906,77.308935304,72.3360512743,4.9528840297,0.02
 12/09  18:00:00,143.294497035,28.8697702852,28.200263726,0.977981375165,12.3672932834,58.1284167478,80.4818226768,75.5089386471,4.9528840297,0.02
 12/09  19:00:00,104.754155665,26.2413147484,26.4538611321,0.0,12.3672932834,24.9413748627,102.100450182,97.1275661524,4.9528840297,0.02
 12/09  20:00:00,106.223969554,26.8984286326,27.2014703076,0.0650908179064,12.3672932834,24.9413748627,108.007867977,103.034983947,4.9528840297,0.02
 12/09  21:00:00,89.4192613886,26.6793906712,27.4690533809,0.34634486197,4.12243109448,16.0517297156,116.445109359,113.453378941,2.97173041782,0.02
 12/09  22:00:00,63.5787722655,13.9953678658,15.0275603802,0.0,4.12243109448,15.9888894789,67.8637078524,64.8719774346,2.97173041782,0.02
 12/09  23:00:00,79.1083939203,21.8677622903,22.4882094351,0.0,4.12243109448,15.9888894789,102.403568231,99.4118378128,2.97173041782,0.02
 12/09  24:00:00,71.9653036253,18.1951313088,18.3833305104,0.743629669867,4.12243109448,15.9888894789,83.4467273994,80.4549969816,2.97173041782,0.02
 12/10  01:00:00,78.6282868652,22.3058382131,22.9456144223,0.685627505878,2.06121554724,15.9888894789,106.259802646,103.268072229,2.97173041782,0.02
 12/10  02:00:00,68.110601362,17.4942098323,18.0343948578,0.0,2.06121554724,15.9888894789,86.7705218496,83.7787914318,2.97173041782,0.02
 12/10  03:00:00,80.1287812488,23.1819900587,21.7427734971,2.51281090043,2.06121554724,15.9888894789,107.915792776,104.924062359,2.97173041782,0.02
 12/10  04:00:00,67.688659826,17.4942098323,17.6124532474,0.0,2.06121554724,15.9888894789,87.6885623398,84.696831922,2.97173041782,0.02
 12/10  05:00:00,80.7527006699,23.1819900587,21.8023749441,3.07712879472,2.06121554724,15.9888894789,109.016350509,106.024620091,2.97173041782,0.02
 12/10  06:00:00,68.7368108592,17.8227667744,17.6188932103,0.713154043181,2.06121554724,15.9888894789,88.4085633431,85.4168329253,2.97173041782,0.02
 12/10  07:00:00,78.9754331304,22.7439141359,21.0616572178,2.47865481438,2.06121554724,15.9888894789,111.102411734,108.110681316,2.97173041782,0.02
 12/10  08:00:00,58.6997946155,18.8084376007,16.4197811323,2.6354122899,2.06121554724,15.9888894789,88.2731377461,85.2814073283,2.97173041782,0.02
 12/10  09:00:00,91.3357993993,22.9994584242,21.4774860612,0.45234204911,4.12243109448,41.7362269337,102.341048962,97.3681649326,4.9528840297,0.02
 12/10  10:00:00,85.558115161,19.3560325042,19.3577091863,0.355469174621,4.12243109448,41.7362269337,77.9211378891,72.9482538594,4.9528840297,0.02
 12/10  11:00:00,93.1201120423,23.1819900587,23.2384628377,0.18420549911,4.12243109448,41.7362269337,95.4563761802,90.4834921505,4.9528840297,0.02
 12/10  12:00:00,85.5081701882,18.8960527852,19.7790327446,0.0885420681544,4.12243109448,41.7362269337,74.8638221276,69.8909380979,4.9528840297,0.02
 12/10  13:00:00,96.8812301373,24.0581419043,25.9891277725,0.108528364536,4.12243109448,41.7362269337,90.7085656211,85.7356815914,4.9528840297,0.02
 12/10  14:00:00,87.2336145592,19.2465135235,20.9589823979,0.117713996749,4.12243109448,41.7362269337,71.3499166547,66.377032625,4.9528840297,0.02
 12/10  15:00:00,95.527194648,24.0581419043,24.6132222799,0.177980142902,4.12243109448,41.7362269337,97.9947962858,84.4400949225,4.9528840297,8.60181733358
 12/10  16:00:00,84.7930527643,19.2465135235,18.4236140929,0.240662883615,4.12243109448,41.7362269337,72.6954952687,67.722611239,4.9528840297,0.02
 12/10  17:00:00,78.1019779308,22.7439141359,20.7347941896,0.168686911519,4.12243109448,24.8785346261,94.2545510215,89.2816669918,4.9528840297,0.02
 12/10  18:00:00,65.713639615,17.4942098323,15.6374327309,0.0,2.06121554724,15.9888894789,83.0539536436,80.0622232258,2.97173041782,0.02
 12/10  19:00:00,74.7570779007,23.072471078,18.2648671623,0.728532571705,2.06121554724,15.9888894789,107.942716768,104.95098635,2.97173041782,0.02
 12/10  20:00:00,64.2530892139,17.4942098323,14.1768824176,0.0,2.06121554724,15.9888894789,87.5997944013,84.6080639835,2.97173041782,0.02
 12/10  21:00:00,75.459751461,23.1819900587,18.3314304508,1.25512393508,2.06121554724,15.9888894789,109.455902321,106.464171903,2.97173041782,0.02
 12/10  22:00:00,65.3528885932,17.4942098323,15.2766818546,0.0,2.06121554724,15.9888894789,88.4103320813,85.4186016635,2.97173041782,0.02
 12/10  23:00:00,76.6712970261,23.1819900587,18.93945623,1.85864376508,2.06121554724,15.9888894789,110.386453107,107.39472269,2.97173041782,0.02
 12/10  24:00:00,66.3846732481,18.1951313088,14.2312041765,1.37634088807,2.06121554724,15.9888894789,89.5037849243,86.5120545065,2.97173041782,0.02
 12/11  01:00:00,76.3954535586,22.7439141359,16.7385456462,2.16057125649,4.12243109448,15.9888894789,111.105438558,108.11370814,2.97173041782,0.02
 12/11  02:00:00,73.6453287374,19.4655514849,13.5464948203,5.99006999866,4.12243109448,15.9888894789,89.4982109373,86.5064805195,2.97173041782,0.02
 12/11  03:00:00,79.3761772943,23.1819900587,17.2471514217,4.19461329203,4.12243109448,15.9888894789,111.462107999,108.470377582,2.97173041782,0.02
 12/11  04:00:00,76.7194349136,19.6845894463,13.7944969344,8.59713608772,4.12243109448,15.9888894789,89.7339634088,86.742232991,2.97173041782,0.02
 12/11  05:00:00,101.217986042,27.117466594,19.6998269742,2.34171227352,12.3672932834,24.9413748627,127.061186702,122.088302672,4.9528840297,0.02
 12/11  06:00:00,133.791069658,28.0125565835,21.7939928513,31.9255400064,12.3672932834,24.9413748627,195.485787632,190.512903602,4.9528840297,0.02
 12/11  07:00:00,189.744466035,28.9447313671,21.8319795228,28.7632939035,24.7345865669,70.7195625826,161.266936465,151.341168405,9.90576805939,0.02
 12/11  08:00:00,202.325647283,28.9785411252,22.1143682029,18.7318121462,37.1018798503,92.3937384068,139.602891704,129.677123644,9.90576805939,0.02
 12/11  09:00:00,208.998665998,28.9885248648,23.0231976489,14.7918218895,37.1018798503,104.434947198,140.008604329,121.479263298,9.90576805939,8.62357297142
 12/11  10:00:00,217.97141475,29.0022691423,23.6751116802,11.0573555834,37.1018798503,116.476155989,125.146758679,115.22099062,9.90576805939,0.02
 12/11  11:00:00,217.542979411,29.0222331018,24.6958932617,9.58750462074,37.1018798503,116.476155989,121.90049193,111.974723871,9.90576805939,0.02
