Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 07/18  09:00:00,224.708106885,29.5476907907,37.3105469627,3.61331918411,37.1018798503,116.476155989,122.014862217,103.485102993,9.90576805939,8.62399116401
 07/18  10:00:00,226.589566737,29.7117857822,41.1439074011,1.4967161444,37.1018798503,116.476155989,108.29845844,98.3726903809,9.90576805939,0.02
 07/18  11:00:00,229.355526549,29.8968913885,44.2978600799,0.923377084582,37.1018798503,116.476155989,112.420200204,93.8851131108,9.90576805939,8.62931903345
 07/18  12:00:00,220.336977186,30.1222332212,47.5536245754,0.465544018562,37.1018798503,104.434947198,101.163822393,91.2380543333,9.90576805939,0.02
 07/18  13:00:00,234.959133229,30.4692546648,50.1247097739,0.127772970142,37.1018798503,116.476155989,97.3782873103,87.4525192509,9.90576805939,0.02
 07/18  14:00:00,236.239000045,30.8429365486,51.1589143748,0.0,37.1018798503,116.476155989,101.258469995,82.7247412423,9.90576805939,8.62796069306
 07/18  15:00:00,236.672175335,31.007333749,51.4278802492,0.0,37.1018798503,116.476155989,92.1460161731,82.2202481137,9.90576805939,0.02
 07/18  16:00:00,233.896518447,31.1194415954,48.5406152032,0.0,37.1018798503,116.476155989,103.342357696,84.8137303358,9.90576805939,8.62285930128
 07/18  17:00:00,227.948783317,30.9340716295,42.7198557093,0.0595481347163,37.1018798503,116.476155989,97.2895086097,87.3637405503,9.90576805939,0.02
 07/18  18:00:00,133.406192531,27.9939607675,32.4426537114,0.0,24.7345865669,47.5788473902,74.4897010847,69.516817055,4.9528840297,0.02
 07/18  19:00:00,131.604219055,28.4320764332,30.202560553,0.0,24.7345865669,47.5788473902,80.5791462,75.6062621703,4.9528840297,0.02
 07/18  20:00:00,116.564147647,27.4095172092,28.0453154092,0.0,12.3672932834,38.6892022431,94.4638444965,91.4721140786,2.97173041782,0.02
 07/18  21:00:00,85.9745973262,15.747671557,16.3478607293,0.0,12.3672932834,27.0668015668,56.8326133803,53.8408829625,2.97173041782,0.02
 07/18  22:00:00,75.8336705705,19.6817067383,21.4650690012,0.0,4.12243109448,15.9888894789,83.4378005543,80.4460701365,2.97173041782,0.02
 07/18  23:00:00,62.1784467671,13.4725594664,14.192673279,0.00105530507254,4.12243109448,15.9888894789,55.2520771028,52.260346685,2.97173041782,0.02
 07/18  24:00:00,76.1525790715,20.0102636804,21.4437483621,0.0116721519968,4.12243109448,15.9888894789,88.6673977737,85.6756673559,2.97173041782,0.02
 07/19  01:00:00,56.870306619,10.9346018222,11.4665348194,0.00069525149909,4.12243109448,15.9888894789,48.7019302777,45.7101998599,2.97173041782,0.02
 07/19  02:00:00,74.2915691898,19.1574569849,20.361366626,0.107692668865,4.12243109448,15.9888894789,83.9634689184,80.9717385005,2.97173041782,0.02
 07/19  03:00:00,56.8220781456,10.9346018222,11.3311071504,0.0878943809295,4.12243109448,15.9888894789,48.594146172,45.6024157542,2.97173041782,0.02
 07/19  04:00:00,108.956565513,27.9644133781,28.8352736537,0.0978997732585,12.3672932834,24.9413748627,112.141191231,107.168307201,4.9528840297,0.02
 07/19  05:00:00,122.838117274,28.096171213,31.0228432138,11.6601240993,12.3672932834,24.9413748627,175.940938899,170.968054869,4.9528840297,0.02
 07/19  06:00:00,167.635019897,29.1707395731,32.0392949339,10.3155256517,24.7345865669,70.7195625826,151.299549325,132.792001466,9.90576805939,8.60177979928
 07/19  07:00:00,198.907905938,29.4224377552,32.4541962805,6.8795518039,37.1018798503,92.3937384068,123.767411437,113.841643378,9.90576805939,0.02
 07/19  08:00:00,212.140938888,29.4944752434,34.638680966,5.81284845102,37.1018798503,104.434947198,117.746826088,107.821058029,9.90576805939,0.02
 07/19  09:00:00,226.110942228,29.5885377905,37.9634539723,4.32237353907,37.1018798503,116.476155989,113.483341588,103.557573528,9.90576805939,0.02
 07/19  10:00:00,228.01397051,29.7448028652,41.2218039979,2.81017600547,37.1018798503,116.476155989,118.276625199,99.7434034713,9.90576805939,8.62745366876
 07/19  11:00:00,228.408323915,29.9065854085,42.6660060778,1.59839852836,37.1018798503,116.476155989,106.348462666,96.4226946065,9.90576805939,0.02
 07/19  12:00:00,216.852941229,30.0623160751,43.6876578355,0.90731845865,37.1018798503,104.434947198,103.58183477,93.6560667108,9.90576805939,0.02
 07/19  13:00:00,229.690775745,30.2526964996,44.6893076673,0.511438833767,37.1018798503,116.476155989,109.166479571,90.6312634129,9.90576805939,8.62944809914
 07/19  14:00:00,231.715433824,30.4533875114,46.8065336816,0.218340539929,37.1018798503,116.476155989,98.4257061516,88.4999380922,9.90576805939,0.02
 07/19  15:00:00,231.535486789,30.6324078448,46.5430259511,0.123066207537,37.1018798503,116.476155989,105.524060432,86.9917143045,9.90576805939,8.62657806827
 07/19  16:00:00,228.599866558,30.7136394151,43.5367046163,0.113130179218,37.1018798503,116.476155989,96.4030363263,86.4772682669,9.90576805939,0.02
 07/19  17:00:00,227.33462677,30.7237030893,42.200570729,0.17501688922,37.1018798503,116.476155989,96.4747653298,86.5489972704,9.90576805939,0.02
 07/19  18:00:00,134.757070047,27.906003255,33.881469584,0.0,24.7345865669,47.5788473902,74.3110153875,69.3381313578,4.9528840297,0.02
 07/19  19:00:00,134.097385027,28.4316943624,32.6960885048,0.0,24.7345865669,47.5788473902,81.2266706483,76.2537866186,4.9528840297,0.02
 07/19  20:00:00,121.429932306,27.5555425168,30.4159028214,0.0,12.3672932834,38.6892022431,103.523779576,91.9444627726,2.97173041782,8.60758638551
 07/19  21:00:00,87.0979567416,15.3095956342,17.9093023526,0.0,12.3672932834,27.0668015668,59.8944143454,56.9026839276,2.97173041782,0.02
 07/19  22:00:00,78.3356214911,20.3826282148,23.2660992675,0.0,4.12243109448,15.9888894789,83.8756000609,80.8838696431,2.97173041782,0.02
 07/19  23:00:00,60.5760747868,12.2459468826,13.8179700376,0.0,4.12243109448,15.9888894789,56.0078380555,53.0161076376,2.97173041782,0.02
 07/19  24:00:00,77.2818133648,20.3388206225,22.2560987416,0.0,4.12243109448,15.9888894789,87.9710115828,84.979281165,2.97173041782,0.02
 07/20  01:00:00,56.1437464341,10.4965258994,11.1787467097,0.0,4.12243109448,15.9888894789,48.4379682206,45.4462378028,2.97173041782,0.02
 07/20  02:00:00,75.3458773989,19.4203025386,21.2371266505,0.0233962241959,4.12243109448,15.9888894789,82.9301348617,79.9384044438,2.97173041782,0.02
 07/20  03:00:00,56.5533742816,10.4965258994,11.588374537,0.0,4.12243109448,15.9888894789,49.1872174154,46.1954869975,2.97173041782,0.02
 07/20  04:00:00,111.591976547,28.0520285626,31.4249250524,0.0560451928588,12.3672932834,24.9413748627,112.639995257,107.667111228,4.9528840297,0.02
 07/20  05:00:00,125.231229127,28.121733507,34.1154926517,10.935025209,12.3672932834,24.9413748627,175.157993434,170.185109404,4.9528840297,0.02
 07/20  06:00:00,171.01405533,29.2435958644,35.8775237315,9.78347694715,24.7345865669,70.7195625826,142.056939653,132.131171593,9.90576805939,0.02
 07/20  07:00:00,201.921445407,29.4974388349,35.8722731401,6.40001574717,37.1018798503,92.3937384068,122.98566754,113.059899481,9.90576805939,0.02
 07/20  08:00:00,213.206335052,29.5801035858,36.098567403,5.3326761221,37.1018798503,104.434947198,116.896821877,106.971053818,9.90576805939,0.02
 07/20  09:00:00,224.207373099,29.6861136918,36.2459195462,4.03877280702,37.1018798503,116.476155989,121.591069633,103.061353801,9.90576805939,8.6239477721
 07/20  10:00:00,224.561547614,29.8360310876,38.2516053083,2.23676630524,37.1018798503,116.476155989,108.92274678,98.9969787208,9.90576805939,0.02
 07/20  11:00:00,228.51712406,30.0321881102,43.257942453,0.989587140434,37.1018798503,116.476155989,112.396979314,93.8619116955,9.90576805939,8.62929955948
 07/20  12:00:00,220.743619631,30.279649053,47.7703792575,0.498020863608,37.1018798503,104.434947198,100.56917153,90.6434034703,9.90576805939,0.02
 07/20  13:00:00,234.469604688,30.5781273439,49.518330407,0.135765693689,37.1018798503,116.476155989,98.1671124539,88.2413443945,9.90576805939,0.02
 07/20  14:00:00,235.007136994,30.8636140305,49.9063577246,0.0,37.1018798503,116.476155989,104.869526171,86.3358205563,9.90576805939,8.62793755577
 07/20  15:00:00,233.703974142,31.0813860322,48.3856391305,0.0,37.1018798503,116.476155989,94.7459040491,84.8201359897,9.90576805939,0.02
 07/20  16:00:00,232.811834415,31.2731795507,47.3021949454,0.0,37.1018798503,116.476155989,102.233456203,83.7048779055,9.90576805939,8.62281023775
 07/20  17:00:00,231.318742817,31.3979994691,45.6852353307,0.000188493464919,37.1018798503,116.476155989,93.0652556945,83.1394876351,9.90576805939,0.02
 07/20  18:00:00,137.689525755,28.1698885992,36.5500610751,0.0,24.7345865669,47.5788473902,71.2298074894,66.2569234597,4.9528840297,0.02
 07/20  19:00:00,135.416946093,27.9952899185,34.452076894,0.0,24.7345865669,47.5788473902,77.2778046906,72.3049206609,4.9528840297,0.02
 07/20  20:00:00,123.797016496,28.1404791123,32.1980587875,0.0,12.3672932834,38.6892022431,91.9589157183,88.9671853005,2.97173041782,0.02
 07/20  21:00:00,87.2789497786,15.4556209418,17.9442655791,0.0,12.3672932834,27.0668015668,57.7184496846,54.7267192668,2.97173041782,0.02
 07/20  22:00:00,78.3701712638,20.4483396032,23.2349370094,0.0,4.12243109448,15.9888894789,81.3528907823,78.3611603645,2.97173041782,0.02
 07/20  23:00:00,63.3869357279,13.4506556703,15.4241215212,0.0,4.12243109448,15.9888894789,54.8492848797,51.8575544619,2.97173041782,0.02
 07/20  24:00:00,76.2025883454,19.4626687769,22.053024872,0.0,4.12243109448,15.9888894789,88.1846135493,85.1928831315,2.97173041782,0.02
 07/21  01:00:00,60.5347165081,12.2473882366,13.7970117085,0.0,4.12243109448,15.9888894789,52.0701114205,49.0783810027,2.97173041782,0.02
 07/21  02:00:00,76.6135328785,19.5955329077,22.336076835,0.0168704058562,4.12243109448,15.9888894789,82.9893244204,79.9975940026,2.97173041782,0.02
 07/21  03:00:00,56.5520214066,10.4965258994,11.5870208956,0.0,4.12243109448,15.9888894789,48.8945771246,45.9028467068,2.97173041782,0.02
 07/21  04:00:00,110.156406556,28.0520285626,30.0320494965,0.0133499704518,12.3672932834,24.9413748627,112.12083835,107.14795432,4.9528840297,0.02
 07/21  05:00:00,121.213895821,28.1234952154,30.5125849951,10.5188370432,12.3672932834,24.9413748627,175.121497113,170.148613083,4.9528840297,0.02
 07/21  06:00:00,166.042696538,29.2513956896,31.6280634008,9.05377783452,24.7345865669,70.7195625826,141.748260909,131.822492849,9.90576805939,0.02
 07/21  07:00:00,199.553679563,29.5048311456,34.476803882,5.42031852837,37.1018798503,92.3937384068,130.753385785,112.240439024,9.90576805939,8.60717870219
 07/21  08:00:00,210.794609475,29.6548715291,36.1431699028,2.80163798244,37.1018798503,104.434947198,114.196458386,104.270690327,9.90576805939,0.02
 07/21  09:00:00,222.136319,29.798580525,36.3283736664,1.77279986386,37.1018798503,116.476155989,110.061101046,100.135332986,9.90576805939,0.02
 07/21  10:00:00,225.530787876,30.0002668789,40.2754729892,1.01784751985,37.1018798503,116.476155989,114.089756819,95.5560417823,9.90576805939,8.62794697705
 07/21  11:00:00,228.221683092,30.2690846757,43.080322037,0.63495263288,37.1018798503,116.476155989,101.523462492,91.5976944324,9.90576805939,0.02
 07/21  12:00:00,216.245517546,30.4676192636,43.2968427268,0.285420163233,37.1018798503,104.434947198,99.9099671771,89.9841991177,9.90576805939,0.02
 07/21  13:00:00,230.566023464,30.7974148654,45.4985538623,0.0327047344613,37.1018798503,116.476155989,106.592762918,88.0576307473,9.90576805939,8.62936411095
 07/21  14:00:00,234.404022701,31.162926754,49.003938153,0.0,37.1018798503,116.476155989,95.7102176984,85.784449639,9.90576805939,0.02
 07/21  15:00:00,234.490359549,31.4362596503,48.8170992045,0.0,37.1018798503,116.476155989,102.650636696,84.118325802,9.90576805939,8.62654283447
 07/21  16:00:00,233.494952834,31.6006094506,47.6579579382,0.0,37.1018798503,116.476155989,93.2215414352,83.2957733759,9.90576805939,0.02
 07/21  17:00:00,233.666069707,31.6916600013,47.7390813801,0.0,37.1018798503,116.476155989,92.739764358,82.8139962986,9.90576805939,0.02
 07/21  18:00:00,138.613065385,28.170298307,37.4731733619,0.0,24.7345865669,47.5788473902,71.0005969159,66.0277128862,4.9528840297,0.02
 07/21  19:00:00,134.232734955,27.996366631,33.2667696973,0.0,24.7345865669,47.5788473902,76.7590583936,71.7861743639,4.9528840297,0.02
 07/21  20:00:00,123.124629532,28.2874375357,31.3786954946,0.0,12.3672932834,38.6892022431,100.281576618,88.7022779028,2.97173041782,8.60756829729
 07/21  21:00:00,86.3356241013,15.4556209418,17.0009400866,0.0,12.3672932834,27.0668015668,57.8145983181,54.8228679003,2.97173041782,0.02
 07/21  22:00:00,76.6567677939,20.4483396032,21.5215339324,0.0,4.12243109448,15.9888894789,81.7704142424,78.7786838246,2.97173041782,0.02
 07/21  23:00:00,62.0189822118,13.4506556703,14.0520080526,0.00416039821852,4.12243109448,15.9888894789,55.5757394561,52.5840090383,2.97173041782,0.02
 07/21  24:00:00,74.973130587,19.2436308155,21.0426055703,0.0,4.12243109448,15.9888894789,89.0716734647,86.0799430468,2.97173041782,0.02
 07/22  01:00:00,59.2126655623,12.5978489748,12.1080300157,0.0164705506132,4.12243109448,15.9888894789,53.2527675581,50.2610371403,2.97173041782,0.02
 07/22  02:00:00,71.9506289855,18.3689203239,18.9166565178,0.0,4.12243109448,15.9888894789,83.8469958847,80.8552654669,2.97173041782,0.02
 07/22  03:00:00,62.8576269908,14.1720395889,13.9688239486,0.182763418666,4.12243109448,15.9888894789,60.4234629665,57.4317325486,2.97173041782,0.02
 07/22  04:00:00,88.9768933851,26.2413147484,27.8111081133,0.0,4.12243109448,16.0517297156,119.581739187,116.59000877,2.97173041782,0.02
 07/22  05:00:00,89.5919469425,26.8984286326,27.5931129789,0.17593480479,4.12243109448,16.0517297156,118.852086338,115.860355921,2.97173041782,0.02
 07/22  06:00:00,103.578355627,28.8697702852,28.9953865807,1.32965337568,4.12243109448,39.6058045677,98.205660689,95.2139302712,2.97173041782,0.02
 07/22  07:00:00,152.48478586,28.9013482515,31.5153844746,13.692308093,12.3672932834,65.3531420225,148.936057442,143.963173412,4.9528840297,0.02
 07/22  08:00:00,151.88853712,28.8885906869,31.7583424823,9.97503020189,12.3672932834,68.2430321324,144.58262978,139.60974575,4.9528840297,0.02
 07/22  09:00:00,180.54648503,28.9241788766,33.703650762,7.63521694836,16.4897243779,93.1370602926,137.054800108,129.11018566,7.92461444751,0.02
 07/22  10:00:00,181.631014284,28.9330988957,34.9999384324,7.41442611384,16.4897243779,93.1370602926,134.080434232,126.135819785,7.92461444751,0.02
 07/22  11:00:00,181.723796825,28.9438883506,36.6674546095,5.82890692938,16.4897243779,93.1370602926,139.842958561,123.306783225,7.92461444751,8.61156088866
 07/22  12:00:00,173.649082698,28.9674450502,39.5198308247,4.02990386057,16.4897243779,83.9857416113,128.097871985,120.153257537,7.92461444751,0.02
 07/22  13:00:00,176.044950717,28.9932443115,43.116395927,2.80340750938,16.4897243779,83.9857416113,125.803096724,117.858482276,7.92461444751,0.02
 07/22  14:00:00,175.444060914,29.0171335055,43.330368883,1.96469867706,16.4897243779,83.9857416113,124.145765699,116.201151251,7.92461444751,0.02
 07/22  15:00:00,153.68901625,28.8697702852,41.1442776084,0.0,12.3672932834,70.6512738906,66.0255133122,61.0526292825,4.9528840297,0.02
 07/22  16:00:00,152.995903894,28.8697702852,40.4511574492,0.0,12.3672932834,70.6512738906,64.9646066024,59.9917225727,4.9528840297,0.02
 07/22  17:00:00,139.262018843,28.8697702852,39.2407761675,0.0,12.3672932834,58.1284167478,68.8946356541,63.9217516244,4.9528840297,0.02
 07/22  18:00:00,97.8578396241,27.5555425168,32.3383181753,0.0,12.3672932834,24.9413748627,92.0635445257,87.090660496,4.9528840297,0.02
 07/22  19:00:00,94.9508301496,27.7745804782,29.2122707183,0.0,12.3672932834,24.9413748627,100.019563707,95.0466796774,4.9528840297,0.02
 07/22  20:00:00,86.8232063994,26.6793906712,27.568510753,0.0,4.12243109448,16.0517297156,110.301088922,107.309358504,2.97173041782,0.02
 07/22  21:00:00,59.4231899972,11.9256521085,12.9999401203,0.0,4.12243109448,15.9888894789,67.0749381289,55.5014260504,2.97173041782,8.60178166076
 07/22  22:00:00,66.7442185345,15.746230203,16.3990497967,0.0212534791948,4.12243109448,15.9888894789,72.6303583343,69.6386279165,2.97173041782,0.02
 07/22  23:00:00,65.3263932389,15.3074336032,15.4303536701,0.0,4.12243109448,15.9888894789,73.429504317,70.4377738992,2.97173041782,0.02
 07/22  24:00:00,71.0356124594,18.5893996393,17.665399403,0.137602496482,4.12243109448,15.9888894789,86.1565104322,83.1647800144,2.97173041782,0.02
 07/23  01:00:00,67.3512332214,17.4942098323,17.2750281006,0.0,2.06121554724,15.9888894789,82.7837623032,79.7920318854,2.97173041782,0.02
 07/23  02:00:00,75.877732809,21.8677622903,21.3187652123,0.0,2.06121554724,15.9888894789,105.086755279,102.095024862,2.97173041782,0.02
 07/23  03:00:00,69.2594808223,18.7208224161,17.1276969854,0.828966256959,2.06121554724,15.9888894789,85.2693344951,82.2776040772,2.97173041782,0.02
 07/23  04:00:00,75.5851815252,21.8677622903,21.0262140356,0.0,2.06121554724,15.9888894789,106.748573861,103.756843443,2.97173041782,0.02
 07/23  05:00:00,67.1872374807,17.4942098323,17.1110325753,0.0,2.06121554724,15.9888894789,86.560086868,83.5683564502,2.97173041782,0.02
 07/23  06:00:00,66.5905224656,22.9629520973,21.7023862759,0.979812301863,2.06121554724,15.9888894789,106.730199957,103.738469539,2.97173041782,0.02
 07/23  07:00:00,54.2590318719,17.4942098323,18.2778270275,0.0,2.06121554724,15.9888894789,84.3716787488,81.3799483309,2.97173041782,0.02
 07/23  08:00:00,94.0654678055,23.4448356124,23.9779030045,0.177652145771,4.12243109448,41.7362269337,98.0734589576,93.1005749279,4.9528840297,0.02
 07/23  09:00:00,85.9356227877,19.3560325042,19.7834509094,0.150466769807,4.12243109448,41.7362269337,76.7856114507,71.812727421,4.9528840297,0.02
 07/23  10:00:00,95.2950698794,23.4010280201,25.1906471392,0.0891228248295,4.12243109448,41.7362269337,93.9963037712,89.0234197415,4.9528840297,0.02
 07/23  11:00:00,89.7562576994,19.5750704656,23.4800698324,0.0285108012302,4.12243109448,41.7362269337,74.928622815,69.9557387853,4.9528840297,0.02
 07/23  12:00:00,98.5764140214,22.8534331166,29.2224024185,0.0,4.12243109448,41.7362269337,92.404272127,87.4313880973,4.9528840297,0.02
 07/23  13:00:00,94.8391749505,19.2465135235,29.2474448963,0.0,4.12243109448,41.7362269337,73.9018503934,68.9289663637,4.9528840297,0.02
 07/23  14:00:00,104.503316857,23.3572204279,34.7413383582,0.0,4.12243109448,41.7362269337,91.4117061113,86.4388220816,4.9528840297,0.02
 07/23  15:00:00,94.8464766158,19.334128708,29.2167999062,0.0,4.12243109448,41.7362269337,72.9402237376,67.9673397079,4.9528840297,0.02
 07/23  16:00:00,85.2068733433,23.532450797,32.1273567485,0.0,4.12243109448,24.8785346261,92.027384467,87.0545004373,4.9528840297,0.02
 07/23  17:00:00,54.9196691765,15.6600563724,20.8599858302,0.0,2.06121554724,15.9888894789,63.5664391319,60.5747087141,2.97173041782,0.02
 07/23  18:00:00,65.4138257825,20.9959345067,25.8603973085,0.0268148652127,2.06121554724,15.9888894789,93.8467282242,90.8549978064,2.97173041782,0.02
 07/23  19:00:00,46.3178098921,12.9037814438,15.0320102332,0.0369962273013,2.06121554724,15.9888894789,59.8729245708,56.881194153,2.97173041782,0.02
 07/23  20:00:00,69.9434736674,18.5893996393,21.0024139776,0.118831586084,2.06121554724,15.9888894789,86.4173654972,83.4256350794,2.97173041782,0.02
 07/23  21:00:00,66.8263508769,16.6216613716,17.3706808394,0.306618541131,2.06121554724,15.9888894789,74.5033833622,71.5116529444,2.97173041782,0.02
 07/23  22:00:00,57.1137912409,12.0290709522,12.3229375561,0.343602653766,2.06121554724,15.9888894789,54.0994040304,51.1076736126,2.97173041782,0.02
 07/23  23:00:00,62.3264130081,14.5426024308,15.1839284287,0.0997944645473,2.06121554724,15.9888894789,71.4302098996,68.4384794818,2.97173041782,0.02
 07/23  24:00:00,79.7665847715,22.7439141359,23.7253600546,0.60610520451,2.06121554724,15.9888894789,108.873362288,105.88163187,2.97173041782,0.02
 07/24  01:00:00,72.7544997284,18.3703616779,19.0697143356,0.671212837737,4.12243109448,15.9888894789,94.7833897166,83.2098826071,2.97173041782,8.60177669161
 07/24  02:00:00,80.598950895,22.3058382131,23.1245306126,0.416161143776,4.12243109448,15.9888894789,107.220376051,104.228645633,2.97173041782,0.02
 07/24  03:00:00,71.5874503654,18.2827464933,17.9037542095,0.757738908441,4.12243109448,15.9888894789,86.7630393641,83.7713089463,2.97173041782,0.02
 07/24  04:00:00,107.90775985,27.7015678244,27.1528885229,0.994325082372,12.3672932834,24.9413748627,122.158806577,117.185922548,4.9528840297,0.02
 07/24  05:00:00,131.99873468,28.4684455787,31.3090391851,20.1622715626,12.3672932834,24.9413748627,188.59357114,183.620687111,4.9528840297,0.02
 07/24  06:00:00,173.911168951,28.9387128055,31.9803433934,14.5334867859,24.7345865669,70.7195625826,154.207619559,144.2818515,9.90576805939,0.02
 07/24  07:00:00,200.344978869,29.0630500254,32.3195552583,8.81065587855,37.1018798503,92.3937384068,133.096878147,123.171110087,9.90576805939,0.02
 07/24  08:00:00,210.708240324,29.1448875673,32.5226893724,6.84571526267,37.1018798503,104.434947198,125.820333518,115.894565458,9.90576805939,0.02
 07/24  09:00:00,222.721059094,29.217635695,34.5369049955,4.72992030387,37.1018798503,116.476155989,120.650931581,110.725163522,9.90576805939,0.02
 07/24  10:00:00,225.283260444,29.3002170434,38.9819656268,2.76393154477,37.1018798503,116.476155989,124.92153577,106.387803428,9.90576805939,8.62796428274
 07/24  11:00:00,229.460212029,29.4434872712,44.3553779162,1.4239907403,37.1018798503,116.476155989,111.320479958,101.394711899,9.90576805939,0.02
 07/24  12:00:00,224.060738867,29.6415090591,51.3710187001,0.852572183204,37.1018798503,104.434947198,108.065980346,89.5349239785,9.90576805939,8.62528830849
 07/24  13:00:00,239.22118912,29.9577789894,54.7343634656,0.291724170105,37.1018798503,116.476155989,85.5382413634,75.612473304,9.90576805939,0.02
 07/24  14:00:00,240.094039678,30.2782139059,55.5717283509,0.00690111926579,37.1018798503,116.476155989,82.3875626633,72.4617946039,9.90576805939,0.02
 07/24  15:00:00,239.90543713,30.5619783932,55.1065133377,0.0,37.1018798503,116.476155989,93.4091645413,74.876845459,9.90576805939,8.62655102289
 07/24  16:00:00,239.756462749,30.8035723609,54.7164823402,0.0,37.1018798503,116.476155989,89.0660077975,79.1402397381,9.90576805939,0.02
 07/24  17:00:00,238.394422813,30.8786927199,53.2603412379,0.0200401840859,37.1018798503,116.476155989,91.7325738163,81.8068057569,9.90576805939,0.02
 07/24  18:00:00,141.774281811,28.0825540057,40.7221254739,0.0,24.7345865669,47.5788473902,81.0091956905,67.4487493049,4.9528840297,8.60756235599
 07/24  19:00:00,138.761728104,27.9953222921,37.7968192983,0.0,24.7345865669,47.5788473902,78.9235947296,73.9507106999,4.9528840297,0.02
 07/24  20:00:00,125.964515271,28.1406423195,34.365401476,0.0,12.3672932834,38.6892022431,94.3691854996,91.3774550818,2.97173041782,0.02
 07/24  21:00:00,87.9517486333,15.4556209418,18.6170708326,0.0,12.3672932834,27.0668015668,58.8397697721,55.8480393542,2.97173041782,0.02
 07/24  22:00:00,79.1885158887,20.4483396032,24.0532694167,1.29107970108e-05,4.12243109448,15.9888894789,82.864948002,79.8732175842,2.97173041782,0.02
 07/24  23:00:00,63.6536697568,13.3411366896,15.8003752319,0.0,4.12243109448,15.9888894789,55.957808123,52.9660777052,2.97173041782,0.02
 07/24  24:00:00,74.2993041169,18.3689203239,21.265331822,0.0,4.12243109448,15.9888894789,82.6815310525,79.6898006346,2.97173041782,0.02
 07/25  01:00:00,59.7097948109,11.6355232986,13.5981000783,0.00769760203188,4.12243109448,15.9888894789,47.8324222568,44.840691839,2.97173041782,0.02
 07/25  02:00:00,74.0733503376,18.3689203239,21.0393780048,0.0,4.12243109448,15.9888894789,81.6665335504,78.6748031325,2.97173041782,0.02
 07/25  03:00:00,59.8861721462,11.7231384832,13.6071089098,0.0874508690822,4.12243109448,15.9888894789,48.0225878715,45.0308574537,2.97173041782,0.02
 07/25  04:00:00,110.015842969,27.7307728859,30.1524631235,0.0736291667467,12.3672932834,24.9413748627,111.42130622,106.44842219,4.9528840297,0.02
 07/25  05:00:00,126.552390089,28.5204885955,31.3964764328,14.5764472334,12.3672932834,24.9413748627,177.366303179,172.39341915,4.9528840297,0.02
 07/25  06:00:00,168.954607057,29.0628226331,32.0590175083,9.37414138128,24.7345865669,70.7195625826,143.03174224,133.105974181,9.90576805939,0.02
 07/25  07:00:00,197.138532729,29.3570950849,33.0870859954,4.54263114209,37.1018798503,92.3937384068,122.555411518,112.629643459,9.90576805939,0.02
 07/25  08:00:00,210.134342236,29.4826884606,35.9277565841,2.52890042237,37.1018798503,104.434947198,123.443808376,104.916893625,9.90576805939,8.62114669153
 07/25  09:00:00,225.123722467,29.6319039545,39.5708313828,1.68445579823,37.1018798503,116.476155989,110.728462532,100.802694473,9.90576805939,0.02
 07/25  10:00:00,228.116757455,29.8081822182,42.9635615416,1.10784731403,37.1018798503,116.476155989,107.64182867,97.7160606102,9.90576805939,0.02
 07/25  11:00:00,232.881566556,30.0080809195,47.8771936819,0.758914631986,37.1018798503,116.476155989,112.347431004,93.8124265928,9.90576805939,8.62923635224
 07/25  12:00:00,226.039812465,30.2754614795,53.1454886825,0.423282740676,37.1018798503,104.434947198,92.9410871653,83.0153191059,9.90576805939,0.02
 07/25  13:00:00,240.964688153,30.6644121703,55.8914347326,0.171437461,37.1018798503,116.476155989,91.0861889307,72.5511835194,9.90576805939,8.62923735194
 07/25  14:00:00,242.471777358,31.0183231696,57.2117541721,0.00457351845577,37.1018798503,116.476155989,77.3277517781,67.4019837187,9.90576805939,0.02
 07/25  15:00:00,242.481630318,31.2866321762,56.9580292349,0.0,37.1018798503,116.476155989,77.4558893568,67.5301212974,9.90576805939,0.02
 07/25  16:00:00,240.858959128,31.4076708183,55.2148407367,0.0,37.1018798503,116.476155989,90.265479625,71.7368877838,9.90576805939,8.6228237818
 07/25  17:00:00,237.707648473,31.4377902168,52.0345555684,0.0,37.1018798503,116.476155989,86.6849990956,76.7592310362,9.90576805939,0.02
 07/25  18:00:00,142.813532557,28.1700247206,41.6739285939,0.0,24.7345865669,47.5788473902,70.470213567,65.4973295373,4.9528840297,0.02
 07/25  19:00:00,138.351562687,27.9949352442,37.3870437817,0.0,24.7345865669,47.5788473902,77.6696692464,72.6967852167,4.9528840297,0.02
 07/25  20:00:00,125.109327719,28.1399229819,33.5109212938,0.0,12.3672932834,38.6892022431,92.4933961225,89.5016657047,2.97173041782,0.02
 07/25  21:00:00,88.7975895299,15.747671557,19.170851929,0.0,12.3672932834,27.0668015668,57.8686959971,54.8769655793,2.97173041782,0.02
 07/25  22:00:00,79.1773302817,20.3826282148,24.1078071346,0.0,4.12243109448,15.9888894789,82.5991882449,79.6074578271,2.97173041782,0.02
 07/25  23:00:00,60.9461555937,12.4211772517,14.012819524,0.0,4.12243109448,15.9888894789,55.5435324186,52.5518020008,2.97173041782,0.02
